,DateTime,Junction,Vehicles,ID,date,time,hour,day,month,year,dayofweek
10718,24-03-2016 14.00,2,11,20160324142,24-03-2016,14.00.00,14,24,3,2016,3
10719,24-03-2016 15.00,2,12,20160324152,24-03-2016,15.00.00,15,24,3,2016,3
10720,24-03-2016 16.00,2,13,20160324162,24-03-2016,16.00.00,16,24,3,2016,3
10721,24-03-2016 17.00,2,10,20160324172,24-03-2016,17.00.00,17,24,3,2016,3
10722,24-03-2016 18.00,2,9,20160324182,24-03-2016,18.00.00,18,24,3,2016,3
10723,24-03-2016 19.00,2,16,20160324192,24-03-2016,19.00.00,19,24,3,2016,3
10724,24-03-2016 20.00,2,14,20160324202,24-03-2016,20.00.00,20,24,3,2016,3
10725,24-03-2016 21.00,2,13,20160324212,24-03-2016,21.00.00,21,24,3,2016,3
10726,24-03-2016 22.00,2,10,20160324222,24-03-2016,22.00.00,22,24,3,2016,3
10727,24-03-2016 23.00,2,11,20160324232,24-03-2016,23.00.00,23,24,3,2016,3
10728,25-03-2016 0.00,2,12,20160325002,25-03-2016,0.00.00,0,25,3,2016,4
10729,25-03-2016 1.00,2,10,20160325012,25-03-2016,1.00.00,1,25,3,2016,4
10730,25-03-2016 2.00,2,10,20160325022,25-03-2016,2.00.00,2,25,3,2016,4
10731,25-03-2016 3.00,2,10,20160325032,25-03-2016,3.00.00,3,25,3,2016,4
10732,25-03-2016 4.00,2,4,20160325042,25-03-2016,4.00.00,4,25,3,2016,4
10733,25-03-2016 5.00,2,7,20160325052,25-03-2016,5.00.00,5,25,3,2016,4
10734,25-03-2016 6.00,2,7,20160325062,25-03-2016,6.00.00,6,25,3,2016,4
10735,25-03-2016 7.00,2,9,20160325072,25-03-2016,7.00.00,7,25,3,2016,4
10736,25-03-2016 8.00,2,7,20160325082,25-03-2016,8.00.00,8,25,3,2016,4
10737,25-03-2016 9.00,2,8,20160325092,25-03-2016,9.00.00,9,25,3,2016,4
10738,25-03-2016 10.00,2,8,20160325102,25-03-2016,10.00.00,10,25,3,2016,4
10739,25-03-2016 11.00,2,9,20160325112,25-03-2016,11.00.00,11,25,3,2016,4
10740,25-03-2016 12.00,2,9,20160325122,25-03-2016,12.00.00,12,25,3,2016,4
10741,25-03-2016 13.00,2,7,20160325132,25-03-2016,13.00.00,13,25,3,2016,4
10742,25-03-2016 14.00,2,9,20160325142,25-03-2016,14.00.00,14,25,3,2016,4
10743,25-03-2016 15.00,2,9,20160325152,25-03-2016,15.00.00,15,25,3,2016,4
10744,25-03-2016 16.00,2,9,20160325162,25-03-2016,16.00.00,16,25,3,2016,4
10745,25-03-2016 17.00,2,11,20160325172,25-03-2016,17.00.00,17,25,3,2016,4
10746,25-03-2016 18.00,2,8,20160325182,25-03-2016,18.00.00,18,25,3,2016,4
10747,25-03-2016 19.00,2,9,20160325192,25-03-2016,19.00.00,19,25,3,2016,4
10748,25-03-2016 20.00,2,10,20160325202,25-03-2016,20.00.00,20,25,3,2016,4
10749,25-03-2016 21.00,2,9,20160325212,25-03-2016,21.00.00,21,25,3,2016,4
10750,25-03-2016 22.00,2,9,20160325222,25-03-2016,22.00.00,22,25,3,2016,4
10751,25-03-2016 23.00,2,12,20160325232,25-03-2016,23.00.00,23,25,3,2016,4
10752,26-03-2016 0.00,2,10,20160326002,26-03-2016,0.00.00,0,26,3,2016,5
10753,26-03-2016 1.00,2,10,20160326012,26-03-2016,1.00.00,1,26,3,2016,5
10754,26-03-2016 2.00,2,8,20160326022,26-03-2016,2.00.00,2,26,3,2016,5
10755,26-03-2016 3.00,2,7,20160326032,26-03-2016,3.00.00,3,26,3,2016,5
10756,26-03-2016 4.00,2,7,20160326042,26-03-2016,4.00.00,4,26,3,2016,5
10757,26-03-2016 5.00,2,9,20160326052,26-03-2016,5.00.00,5,26,3,2016,5
10758,26-03-2016 6.00,2,5,20160326062,26-03-2016,6.00.00,6,26,3,2016,5
10759,26-03-2016 7.00,2,6,20160326072,26-03-2016,7.00.00,7,26,3,2016,5
10760,26-03-2016 8.00,2,4,20160326082,26-03-2016,8.00.00,8,26,3,2016,5
10761,26-03-2016 9.00,2,8,20160326092,26-03-2016,9.00.00,9,26,3,2016,5
10762,26-03-2016 10.00,2,10,20160326102,26-03-2016,10.00.00,10,26,3,2016,5
10763,26-03-2016 11.00,2,6,20160326112,26-03-2016,11.00.00,11,26,3,2016,5
10764,26-03-2016 12.00,2,8,20160326122,26-03-2016,12.00.00,12,26,3,2016,5
10765,26-03-2016 13.00,2,7,20160326132,26-03-2016,13.00.00,13,26,3,2016,5
10766,26-03-2016 14.00,2,9,20160326142,26-03-2016,14.00.00,14,26,3,2016,5
10767,26-03-2016 15.00,2,10,20160326152,26-03-2016,15.00.00,15,26,3,2016,5
10768,26-03-2016 16.00,2,5,20160326162,26-03-2016,16.00.00,16,26,3,2016,5
10769,26-03-2016 17.00,2,6,20160326172,26-03-2016,17.00.00,17,26,3,2016,5
10770,26-03-2016 18.00,2,6,20160326182,26-03-2016,18.00.00,18,26,3,2016,5
10771,26-03-2016 19.00,2,10,20160326192,26-03-2016,19.00.00,19,26,3,2016,5
10772,26-03-2016 20.00,2,5,20160326202,26-03-2016,20.00.00,20,26,3,2016,5
10773,26-03-2016 21.00,2,6,20160326212,26-03-2016,21.00.00,21,26,3,2016,5
10774,26-03-2016 22.00,2,10,20160326222,26-03-2016,22.00.00,22,26,3,2016,5
10775,26-03-2016 23.00,2,10,20160326232,26-03-2016,23.00.00,23,26,3,2016,5
10776,27-03-2016 0.00,2,8,20160327002,27-03-2016,0.00.00,0,27,3,2016,6
10777,27-03-2016 1.00,2,10,20160327012,27-03-2016,1.00.00,1,27,3,2016,6
10778,27-03-2016 2.00,2,9,20160327022,27-03-2016,2.00.00,2,27,3,2016,6
10779,27-03-2016 3.00,2,8,20160327032,27-03-2016,3.00.00,3,27,3,2016,6
10780,27-03-2016 4.00,2,3,20160327042,27-03-2016,4.00.00,4,27,3,2016,6
10781,27-03-2016 5.00,2,8,20160327052,27-03-2016,5.00.00,5,27,3,2016,6
10782,27-03-2016 6.00,2,5,20160327062,27-03-2016,6.00.00,6,27,3,2016,6
10783,27-03-2016 7.00,2,5,20160327072,27-03-2016,7.00.00,7,27,3,2016,6
10784,27-03-2016 8.00,2,7,20160327082,27-03-2016,8.00.00,8,27,3,2016,6
10785,27-03-2016 9.00,2,9,20160327092,27-03-2016,9.00.00,9,27,3,2016,6
10786,27-03-2016 10.00,2,6,20160327102,27-03-2016,10.00.00,10,27,3,2016,6
10787,27-03-2016 11.00,2,8,20160327112,27-03-2016,11.00.00,11,27,3,2016,6
10788,27-03-2016 12.00,2,8,20160327122,27-03-2016,12.00.00,12,27,3,2016,6
10789,27-03-2016 13.00,2,8,20160327132,27-03-2016,13.00.00,13,27,3,2016,6
10790,27-03-2016 14.00,2,7,20160327142,27-03-2016,14.00.00,14,27,3,2016,6
10791,27-03-2016 15.00,2,7,20160327152,27-03-2016,15.00.00,15,27,3,2016,6
10792,27-03-2016 16.00,2,9,20160327162,27-03-2016,16.00.00,16,27,3,2016,6
10793,27-03-2016 17.00,2,8,20160327172,27-03-2016,17.00.00,17,27,3,2016,6
10794,27-03-2016 18.00,2,10,20160327182,27-03-2016,18.00.00,18,27,3,2016,6
10795,27-03-2016 19.00,2,9,20160327192,27-03-2016,19.00.00,19,27,3,2016,6
10796,27-03-2016 20.00,2,10,20160327202,27-03-2016,20.00.00,20,27,3,2016,6
10797,27-03-2016 21.00,2,7,20160327212,27-03-2016,21.00.00,21,27,3,2016,6
10798,27-03-2016 22.00,2,5,20160327222,27-03-2016,22.00.00,22,27,3,2016,6
10799,27-03-2016 23.00,2,10,20160327232,27-03-2016,23.00.00,23,27,3,2016,6
10800,28-03-2016 0.00,2,11,20160328002,28-03-2016,0.00.00,0,28,3,2016,0
10801,28-03-2016 1.00,2,5,20160328012,28-03-2016,1.00.00,1,28,3,2016,0
10802,28-03-2016 2.00,2,8,20160328022,28-03-2016,2.00.00,2,28,3,2016,0
10803,28-03-2016 3.00,2,7,20160328032,28-03-2016,3.00.00,3,28,3,2016,0
10804,28-03-2016 4.00,2,8,20160328042,28-03-2016,4.00.00,4,28,3,2016,0
10805,28-03-2016 5.00,2,6,20160328052,28-03-2016,5.00.00,5,28,3,2016,0
10806,28-03-2016 6.00,2,11,20160328062,28-03-2016,6.00.00,6,28,3,2016,0
10807,28-03-2016 7.00,2,7,20160328072,28-03-2016,7.00.00,7,28,3,2016,0
10808,28-03-2016 8.00,2,6,20160328082,28-03-2016,8.00.00,8,28,3,2016,0
10809,28-03-2016 9.00,2,5,20160328092,28-03-2016,9.00.00,9,28,3,2016,0
10810,28-03-2016 10.00,2,12,20160328102,28-03-2016,10.00.00,10,28,3,2016,0
10811,28-03-2016 11.00,2,8,20160328112,28-03-2016,11.00.00,11,28,3,2016,0
10812,28-03-2016 12.00,2,10,20160328122,28-03-2016,12.00.00,12,28,3,2016,0
10813,28-03-2016 13.00,2,7,20160328132,28-03-2016,13.00.00,13,28,3,2016,0
10814,28-03-2016 14.00,2,12,20160328142,28-03-2016,14.00.00,14,28,3,2016,0
10815,28-03-2016 15.00,2,14,20160328152,28-03-2016,15.00.00,15,28,3,2016,0
10816,28-03-2016 16.00,2,10,20160328162,28-03-2016,16.00.00,16,28,3,2016,0
10817,28-03-2016 17.00,2,14,20160328172,28-03-2016,17.00.00,17,28,3,2016,0
10818,28-03-2016 18.00,2,15,20160328182,28-03-2016,18.00.00,18,28,3,2016,0
10819,28-03-2016 19.00,2,13,20160328192,28-03-2016,19.00.00,19,28,3,2016,0
10820,28-03-2016 20.00,2,14,20160328202,28-03-2016,20.00.00,20,28,3,2016,0
10821,28-03-2016 21.00,2,10,20160328212,28-03-2016,21.00.00,21,28,3,2016,0
10822,28-03-2016 22.00,2,13,20160328222,28-03-2016,22.00.00,22,28,3,2016,0
10823,28-03-2016 23.00,2,9,20160328232,28-03-2016,23.00.00,23,28,3,2016,0
10824,29-03-2016 0.00,2,15,20160329002,29-03-2016,0.00.00,0,29,3,2016,1
10825,29-03-2016 1.00,2,14,20160329012,29-03-2016,1.00.00,1,29,3,2016,1
10826,29-03-2016 2.00,2,12,20160329022,29-03-2016,2.00.00,2,29,3,2016,1
10827,29-03-2016 3.00,2,7,20160329032,29-03-2016,3.00.00,3,29,3,2016,1
10828,29-03-2016 4.00,2,9,20160329042,29-03-2016,4.00.00,4,29,3,2016,1
10829,29-03-2016 5.00,2,6,20160329052,29-03-2016,5.00.00,5,29,3,2016,1
10830,29-03-2016 6.00,2,7,20160329062,29-03-2016,6.00.00,6,29,3,2016,1
10831,29-03-2016 7.00,2,10,20160329072,29-03-2016,7.00.00,7,29,3,2016,1
10832,29-03-2016 8.00,2,6,20160329082,29-03-2016,8.00.00,8,29,3,2016,1
10833,29-03-2016 9.00,2,8,20160329092,29-03-2016,9.00.00,9,29,3,2016,1
10834,29-03-2016 10.00,2,12,20160329102,29-03-2016,10.00.00,10,29,3,2016,1
10835,29-03-2016 11.00,2,13,20160329112,29-03-2016,11.00.00,11,29,3,2016,1
10836,29-03-2016 12.00,2,14,20160329122,29-03-2016,12.00.00,12,29,3,2016,1
10837,29-03-2016 13.00,2,13,20160329132,29-03-2016,13.00.00,13,29,3,2016,1
10838,29-03-2016 14.00,2,16,20160329142,29-03-2016,14.00.00,14,29,3,2016,1
10839,29-03-2016 15.00,2,16,20160329152,29-03-2016,15.00.00,15,29,3,2016,1
10840,29-03-2016 16.00,2,14,20160329162,29-03-2016,16.00.00,16,29,3,2016,1
10841,29-03-2016 17.00,2,13,20160329172,29-03-2016,17.00.00,17,29,3,2016,1
10842,29-03-2016 18.00,2,16,20160329182,29-03-2016,18.00.00,18,29,3,2016,1
10843,29-03-2016 19.00,2,15,20160329192,29-03-2016,19.00.00,19,29,3,2016,1
10844,29-03-2016 20.00,2,13,20160329202,29-03-2016,20.00.00,20,29,3,2016,1
10845,29-03-2016 21.00,2,16,20160329212,29-03-2016,21.00.00,21,29,3,2016,1
10846,29-03-2016 22.00,2,16,20160329222,29-03-2016,22.00.00,22,29,3,2016,1
10847,29-03-2016 23.00,2,13,20160329232,29-03-2016,23.00.00,23,29,3,2016,1
10848,30-03-2016 0.00,2,13,20160330002,30-03-2016,0.00.00,0,30,3,2016,2
10849,30-03-2016 1.00,2,12,20160330012,30-03-2016,1.00.00,1,30,3,2016,2
10850,30-03-2016 2.00,2,10,20160330022,30-03-2016,2.00.00,2,30,3,2016,2
10851,30-03-2016 3.00,2,10,20160330032,30-03-2016,3.00.00,3,30,3,2016,2
10852,30-03-2016 4.00,2,7,20160330042,30-03-2016,4.00.00,4,30,3,2016,2
10853,30-03-2016 5.00,2,6,20160330052,30-03-2016,5.00.00,5,30,3,2016,2
10854,30-03-2016 6.00,2,6,20160330062,30-03-2016,6.00.00,6,30,3,2016,2
10855,30-03-2016 7.00,2,7,20160330072,30-03-2016,7.00.00,7,30,3,2016,2
10856,30-03-2016 8.00,2,11,20160330082,30-03-2016,8.00.00,8,30,3,2016,2
10857,30-03-2016 9.00,2,11,20160330092,30-03-2016,9.00.00,9,30,3,2016,2
10858,30-03-2016 10.00,2,12,20160330102,30-03-2016,10.00.00,10,30,3,2016,2
10859,30-03-2016 11.00,2,16,20160330112,30-03-2016,11.00.00,11,30,3,2016,2
10860,30-03-2016 12.00,2,12,20160330122,30-03-2016,12.00.00,12,30,3,2016,2
10861,30-03-2016 13.00,2,14,20160330132,30-03-2016,13.00.00,13,30,3,2016,2
10862,30-03-2016 14.00,2,14,20160330142,30-03-2016,14.00.00,14,30,3,2016,2
10863,30-03-2016 15.00,2,15,20160330152,30-03-2016,15.00.00,15,30,3,2016,2
10864,30-03-2016 16.00,2,18,20160330162,30-03-2016,16.00.00,16,30,3,2016,2
10865,30-03-2016 17.00,2,15,20160330172,30-03-2016,17.00.00,17,30,3,2016,2
10866,30-03-2016 18.00,2,15,20160330182,30-03-2016,18.00.00,18,30,3,2016,2
10867,30-03-2016 19.00,2,14,20160330192,30-03-2016,19.00.00,19,30,3,2016,2
10868,30-03-2016 20.00,2,16,20160330202,30-03-2016,20.00.00,20,30,3,2016,2
10869,30-03-2016 21.00,2,13,20160330212,30-03-2016,21.00.00,21,30,3,2016,2
10870,30-03-2016 22.00,2,13,20160330222,30-03-2016,22.00.00,22,30,3,2016,2
10871,30-03-2016 23.00,2,11,20160330232,30-03-2016,23.00.00,23,30,3,2016,2
10872,31-03-2016 0.00,2,13,20160331002,31-03-2016,0.00.00,0,31,3,2016,3
10873,31-03-2016 1.00,2,12,20160331012,31-03-2016,1.00.00,1,31,3,2016,3
10874,31-03-2016 2.00,2,11,20160331022,31-03-2016,2.00.00,2,31,3,2016,3
10875,31-03-2016 3.00,2,8,20160331032,31-03-2016,3.00.00,3,31,3,2016,3
10876,31-03-2016 4.00,2,9,20160331042,31-03-2016,4.00.00,4,31,3,2016,3
10877,31-03-2016 5.00,2,8,20160331052,31-03-2016,5.00.00,5,31,3,2016,3
10878,31-03-2016 6.00,2,6,20160331062,31-03-2016,6.00.00,6,31,3,2016,3
10879,31-03-2016 7.00,2,9,20160331072,31-03-2016,7.00.00,7,31,3,2016,3
10880,31-03-2016 8.00,2,12,20160331082,31-03-2016,8.00.00,8,31,3,2016,3
10881,31-03-2016 9.00,2,11,20160331092,31-03-2016,9.00.00,9,31,3,2016,3
10882,31-03-2016 10.00,2,8,20160331102,31-03-2016,10.00.00,10,31,3,2016,3
10883,31-03-2016 11.00,2,12,20160331112,31-03-2016,11.00.00,11,31,3,2016,3
10884,31-03-2016 12.00,2,10,20160331122,31-03-2016,12.00.00,12,31,3,2016,3
10885,31-03-2016 13.00,2,11,20160331132,31-03-2016,13.00.00,13,31,3,2016,3
10886,31-03-2016 14.00,2,16,20160331142,31-03-2016,14.00.00,14,31,3,2016,3
10887,31-03-2016 15.00,2,14,20160331152,31-03-2016,15.00.00,15,31,3,2016,3
10888,31-03-2016 16.00,2,13,20160331162,31-03-2016,16.00.00,16,31,3,2016,3
10889,31-03-2016 17.00,2,14,20160331172,31-03-2016,17.00.00,17,31,3,2016,3
10890,31-03-2016 18.00,2,13,20160331182,31-03-2016,18.00.00,18,31,3,2016,3
10891,31-03-2016 19.00,2,14,20160331192,31-03-2016,19.00.00,19,31,3,2016,3
10892,31-03-2016 20.00,2,11,20160331202,31-03-2016,20.00.00,20,31,3,2016,3
10893,31-03-2016 21.00,2,12,20160331212,31-03-2016,21.00.00,21,31,3,2016,3
10894,31-03-2016 22.00,2,11,20160331222,31-03-2016,22.00.00,22,31,3,2016,3
10895,31-03-2016 23.00,2,12,20160331232,31-03-2016,23.00.00,23,31,3,2016,3
10896,01-04-2016 0.00,2,13,20160401002,01-04-2016,0.00.00,0,1,4,2016,4
10897,01-04-2016 1.00,2,9,20160401012,01-04-2016,1.00.00,1,1,4,2016,4
10898,01-04-2016 2.00,2,10,20160401022,01-04-2016,2.00.00,2,1,4,2016,4
10899,01-04-2016 3.00,2,8,20160401032,01-04-2016,3.00.00,3,1,4,2016,4
10900,01-04-2016 4.00,2,3,20160401042,01-04-2016,4.00.00,4,1,4,2016,4
10901,01-04-2016 5.00,2,5,20160401052,01-04-2016,5.00.00,5,1,4,2016,4
10902,01-04-2016 6.00,2,6,20160401062,01-04-2016,6.00.00,6,1,4,2016,4
10903,01-04-2016 7.00,2,10,20160401072,01-04-2016,7.00.00,7,1,4,2016,4
10904,01-04-2016 8.00,2,10,20160401082,01-04-2016,8.00.00,8,1,4,2016,4
10905,01-04-2016 9.00,2,11,20160401092,01-04-2016,9.00.00,9,1,4,2016,4
10906,01-04-2016 10.00,2,10,20160401102,01-04-2016,10.00.00,10,1,4,2016,4
10907,01-04-2016 11.00,2,13,20160401112,01-04-2016,11.00.00,11,1,4,2016,4
10908,01-04-2016 12.00,2,12,20160401122,01-04-2016,12.00.00,12,1,4,2016,4
10909,01-04-2016 13.00,2,12,20160401132,01-04-2016,13.00.00,13,1,4,2016,4
10910,01-04-2016 14.00,2,13,20160401142,01-04-2016,14.00.00,14,1,4,2016,4
10911,01-04-2016 15.00,2,11,20160401152,01-04-2016,15.00.00,15,1,4,2016,4
10912,01-04-2016 16.00,2,10,20160401162,01-04-2016,16.00.00,16,1,4,2016,4
10913,01-04-2016 17.00,2,11,20160401172,01-04-2016,17.00.00,17,1,4,2016,4
10914,01-04-2016 18.00,2,14,20160401182,01-04-2016,18.00.00,18,1,4,2016,4
10915,01-04-2016 19.00,2,11,20160401192,01-04-2016,19.00.00,19,1,4,2016,4
10916,01-04-2016 20.00,2,13,20160401202,01-04-2016,20.00.00,20,1,4,2016,4
10917,01-04-2016 21.00,2,14,20160401212,01-04-2016,21.00.00,21,1,4,2016,4
10918,01-04-2016 22.00,2,15,20160401222,01-04-2016,22.00.00,22,1,4,2016,4
10919,01-04-2016 23.00,2,12,20160401232,01-04-2016,23.00.00,23,1,4,2016,4
10920,02-04-2016 0.00,2,11,20160402002,02-04-2016,0.00.00,0,2,4,2016,5
10921,02-04-2016 1.00,2,12,20160402012,02-04-2016,1.00.00,1,2,4,2016,5
10922,02-04-2016 2.00,2,6,20160402022,02-04-2016,2.00.00,2,2,4,2016,5
10923,02-04-2016 3.00,2,10,20160402032,02-04-2016,3.00.00,3,2,4,2016,5
10924,02-04-2016 4.00,2,7,20160402042,02-04-2016,4.00.00,4,2,4,2016,5
10925,02-04-2016 5.00,2,8,20160402052,02-04-2016,5.00.00,5,2,4,2016,5
10926,02-04-2016 6.00,2,4,20160402062,02-04-2016,6.00.00,6,2,4,2016,5
10927,02-04-2016 7.00,2,5,20160402072,02-04-2016,7.00.00,7,2,4,2016,5
10928,02-04-2016 8.00,2,8,20160402082,02-04-2016,8.00.00,8,2,4,2016,5
10929,02-04-2016 9.00,2,6,20160402092,02-04-2016,9.00.00,9,2,4,2016,5
10930,02-04-2016 10.00,2,8,20160402102,02-04-2016,10.00.00,10,2,4,2016,5
10931,02-04-2016 11.00,2,10,20160402112,02-04-2016,11.00.00,11,2,4,2016,5
10932,02-04-2016 12.00,2,7,20160402122,02-04-2016,12.00.00,12,2,4,2016,5
10933,02-04-2016 13.00,2,7,20160402132,02-04-2016,13.00.00,13,2,4,2016,5
10934,02-04-2016 14.00,2,7,20160402142,02-04-2016,14.00.00,14,2,4,2016,5
10935,02-04-2016 15.00,2,7,20160402152,02-04-2016,15.00.00,15,2,4,2016,5
10936,02-04-2016 16.00,2,9,20160402162,02-04-2016,16.00.00,16,2,4,2016,5
10937,02-04-2016 17.00,2,9,20160402172,02-04-2016,17.00.00,17,2,4,2016,5
10938,02-04-2016 18.00,2,10,20160402182,02-04-2016,18.00.00,18,2,4,2016,5
10939,02-04-2016 19.00,2,10,20160402192,02-04-2016,19.00.00,19,2,4,2016,5
10940,02-04-2016 20.00,2,9,20160402202,02-04-2016,20.00.00,20,2,4,2016,5
10941,02-04-2016 21.00,2,8,20160402212,02-04-2016,21.00.00,21,2,4,2016,5
10942,02-04-2016 22.00,2,8,20160402222,02-04-2016,22.00.00,22,2,4,2016,5
10943,02-04-2016 23.00,2,9,20160402232,02-04-2016,23.00.00,23,2,4,2016,5
10944,03-04-2016 0.00,2,10,20160403002,03-04-2016,0.00.00,0,3,4,2016,6
10945,03-04-2016 1.00,2,7,20160403012,03-04-2016,1.00.00,1,3,4,2016,6
10946,03-04-2016 2.00,2,8,20160403022,03-04-2016,2.00.00,2,3,4,2016,6
10947,03-04-2016 3.00,2,5,20160403032,03-04-2016,3.00.00,3,3,4,2016,6
10948,03-04-2016 4.00,2,9,20160403042,03-04-2016,4.00.00,4,3,4,2016,6
10949,03-04-2016 5.00,2,7,20160403052,03-04-2016,5.00.00,5,3,4,2016,6
10950,03-04-2016 6.00,2,4,20160403062,03-04-2016,6.00.00,6,3,4,2016,6
10951,03-04-2016 7.00,2,5,20160403072,03-04-2016,7.00.00,7,3,4,2016,6
10952,03-04-2016 8.00,2,9,20160403082,03-04-2016,8.00.00,8,3,4,2016,6
10953,03-04-2016 9.00,2,8,20160403092,03-04-2016,9.00.00,9,3,4,2016,6
10954,03-04-2016 10.00,2,9,20160403102,03-04-2016,10.00.00,10,3,4,2016,6
10955,03-04-2016 11.00,2,8,20160403112,03-04-2016,11.00.00,11,3,4,2016,6
10956,03-04-2016 12.00,2,5,20160403122,03-04-2016,12.00.00,12,3,4,2016,6
10957,03-04-2016 13.00,2,9,20160403132,03-04-2016,13.00.00,13,3,4,2016,6
10958,03-04-2016 14.00,2,8,20160403142,03-04-2016,14.00.00,14,3,4,2016,6
10959,03-04-2016 15.00,2,6,20160403152,03-04-2016,15.00.00,15,3,4,2016,6
10960,03-04-2016 16.00,2,8,20160403162,03-04-2016,16.00.00,16,3,4,2016,6
10961,03-04-2016 17.00,2,7,20160403172,03-04-2016,17.00.00,17,3,4,2016,6
10962,03-04-2016 18.00,2,8,20160403182,03-04-2016,18.00.00,18,3,4,2016,6
10963,03-04-2016 19.00,2,11,20160403192,03-04-2016,19.00.00,19,3,4,2016,6
10964,03-04-2016 20.00,2,13,20160403202,03-04-2016,20.00.00,20,3,4,2016,6
10965,03-04-2016 21.00,2,9,20160403212,03-04-2016,21.00.00,21,3,4,2016,6
10966,03-04-2016 22.00,2,8,20160403222,03-04-2016,22.00.00,22,3,4,2016,6
10967,03-04-2016 23.00,2,9,20160403232,03-04-2016,23.00.00,23,3,4,2016,6
10968,04-04-2016 0.00,2,11,20160404002,04-04-2016,0.00.00,0,4,4,2016,0
10969,04-04-2016 1.00,2,10,20160404012,04-04-2016,1.00.00,1,4,4,2016,0
10970,04-04-2016 2.00,2,10,20160404022,04-04-2016,2.00.00,2,4,4,2016,0
10971,04-04-2016 3.00,2,10,20160404032,04-04-2016,3.00.00,3,4,4,2016,0
10972,04-04-2016 4.00,2,7,20160404042,04-04-2016,4.00.00,4,4,4,2016,0
10973,04-04-2016 5.00,2,6,20160404052,04-04-2016,5.00.00,5,4,4,2016,0
10974,04-04-2016 6.00,2,6,20160404062,04-04-2016,6.00.00,6,4,4,2016,0
10975,04-04-2016 7.00,2,7,20160404072,04-04-2016,7.00.00,7,4,4,2016,0
10976,04-04-2016 8.00,2,9,20160404082,04-04-2016,8.00.00,8,4,4,2016,0
10977,04-04-2016 9.00,2,9,20160404092,04-04-2016,9.00.00,9,4,4,2016,0
10978,04-04-2016 10.00,2,11,20160404102,04-04-2016,10.00.00,10,4,4,2016,0
10979,04-04-2016 11.00,2,11,20160404112,04-04-2016,11.00.00,11,4,4,2016,0
10980,04-04-2016 12.00,2,14,20160404122,04-04-2016,12.00.00,12,4,4,2016,0
10981,04-04-2016 13.00,2,11,20160404132,04-04-2016,13.00.00,13,4,4,2016,0
10982,04-04-2016 14.00,2,17,20160404142,04-04-2016,14.00.00,14,4,4,2016,0
10983,04-04-2016 15.00,2,14,20160404152,04-04-2016,15.00.00,15,4,4,2016,0
10984,04-04-2016 16.00,2,14,20160404162,04-04-2016,16.00.00,16,4,4,2016,0
10985,04-04-2016 17.00,2,18,20160404172,04-04-2016,17.00.00,17,4,4,2016,0
10986,04-04-2016 18.00,2,14,20160404182,04-04-2016,18.00.00,18,4,4,2016,0
10987,04-04-2016 19.00,2,17,20160404192,04-04-2016,19.00.00,19,4,4,2016,0
10988,04-04-2016 20.00,2,18,20160404202,04-04-2016,20.00.00,20,4,4,2016,0
10989,04-04-2016 21.00,2,13,20160404212,04-04-2016,21.00.00,21,4,4,2016,0
10990,04-04-2016 22.00,2,10,20160404222,04-04-2016,22.00.00,22,4,4,2016,0
10991,04-04-2016 23.00,2,15,20160404232,04-04-2016,23.00.00,23,4,4,2016,0
10992,05-04-2016 0.00,2,11,20160405002,05-04-2016,0.00.00,0,5,4,2016,1
10993,05-04-2016 1.00,2,15,20160405012,05-04-2016,1.00.00,1,5,4,2016,1
10994,05-04-2016 2.00,2,8,20160405022,05-04-2016,2.00.00,2,5,4,2016,1
10995,05-04-2016 3.00,2,11,20160405032,05-04-2016,3.00.00,3,5,4,2016,1
10996,05-04-2016 4.00,2,5,20160405042,05-04-2016,4.00.00,4,5,4,2016,1
10997,05-04-2016 5.00,2,8,20160405052,05-04-2016,5.00.00,5,5,4,2016,1
10998,05-04-2016 6.00,2,9,20160405062,05-04-2016,6.00.00,6,5,4,2016,1
10999,05-04-2016 7.00,2,8,20160405072,05-04-2016,7.00.00,7,5,4,2016,1
11000,05-04-2016 8.00,2,8,20160405082,05-04-2016,8.00.00,8,5,4,2016,1
11001,05-04-2016 9.00,2,9,20160405092,05-04-2016,9.00.00,9,5,4,2016,1
11002,05-04-2016 10.00,2,13,20160405102,05-04-2016,10.00.00,10,5,4,2016,1
11003,05-04-2016 11.00,2,10,20160405112,05-04-2016,11.00.00,11,5,4,2016,1
11004,05-04-2016 12.00,2,13,20160405122,05-04-2016,12.00.00,12,5,4,2016,1
11005,05-04-2016 13.00,2,15,20160405132,05-04-2016,13.00.00,13,5,4,2016,1
11006,05-04-2016 14.00,2,14,20160405142,05-04-2016,14.00.00,14,5,4,2016,1
11007,05-04-2016 15.00,2,14,20160405152,05-04-2016,15.00.00,15,5,4,2016,1
11008,05-04-2016 16.00,2,16,20160405162,05-04-2016,16.00.00,16,5,4,2016,1
11009,05-04-2016 17.00,2,19,20160405172,05-04-2016,17.00.00,17,5,4,2016,1
11010,05-04-2016 18.00,2,16,20160405182,05-04-2016,18.00.00,18,5,4,2016,1
11011,05-04-2016 19.00,2,16,20160405192,05-04-2016,19.00.00,19,5,4,2016,1
11012,05-04-2016 20.00,2,14,20160405202,05-04-2016,20.00.00,20,5,4,2016,1
11013,05-04-2016 21.00,2,13,20160405212,05-04-2016,21.00.00,21,5,4,2016,1
11014,05-04-2016 22.00,2,11,20160405222,05-04-2016,22.00.00,22,5,4,2016,1
